text,sentiment,aspect_term
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
